No,;Time;Source;Destination;Protocol;Length;Info;;;;Time 1;Time 2;Delay;;Delay 1;Delay 2;Jitter
174;2,869685;114,4,169,236;192,168,43,157;TCP;4134;443  >  50274 [ACK] Seq=6667 Ack=2204 Win=70656 Len=4080 [TCP segment of a reassembled PDU];;;;2,869685;2,869992;0,000307;;9,60E-05;0,000211;0,000115
175;2,869992;192,168,43,157;114,4,169,236;TCP;54;50274  >  443 [ACK] Seq=2204 Ack=10747 Win=66560 Len=0;;;;2,869992;2,870203;0,000211;;1,70E-05;0,000194;0,000177
176;2,870203;114,4,169,236;192,168,43,157;TCP;1414;443  >  50274 [ACK] Seq=10747 Ack=2204 Win=70656 Len=1360 [TCP segment of a reassembled PDU];;;;2,870203;2,870397;0,000194;;-0,00343;0,003624;0,007054
177;2,870397;192,168,43,157;114,4,169,236;TCP;54;50274  >  443 [ACK] Seq=2204 Ack=12107 Win=66560 Len=0;;;;2,870397;2,874021;0,003624;;0,002347;0,001277;-0,00107
178;2,874021;114,4,169,236;192,168,43,157;TCP;1414;443  >  50274 [ACK] Seq=12107 Ack=2204 Win=70656 Len=1360 [TCP segment of a reassembled PDU];;;;2,874021;2,875298;0,001277;;0,000974;0,000303;-0,000671
179;2,875298;114,4,169,236;192,168,43,157;TCP;1414;443  >  50274 [ACK] Seq=13467 Ack=2204 Win=70656 Len=1360 [TCP segment of a reassembled PDU];;;;2,875298;2,875601;0,000303;;-0,000666;0,000969;0,001635
180;2,875601;192,168,43,157;114,4,169,236;TCP;54;50274  >  443 [ACK] Seq=2204 Ack=14827 Win=66560 Len=0;;;;2,875601;2,87657;0,000969;;0,000969;0;-0,000969
181;2,87657;114,4,169,236;192,168,43,157;TCP;2774;443  >  50274 [ACK] Seq=14827 Ack=2204 Win=70656 Len=2720 [TCP segment of a reassembled PDU];;;;2,87657;2,87657;0;;-0,000301;0,000301;0,000602
182;2,87657;114,4,169,236;192,168,43,157;TCP;54;443  >  50276 [ACK] Seq=204 Ack=659 Win=66816 Len=0;;;;2,87657;2,876871;0,000301;;-0,001442;0,001743;0,003185
183;2,876871;192,168,43,157;114,4,169,236;TCP;54;50274  >  443 [ACK] Seq=2204 Ack=17547 Win=66560 Len=0;;;;2,876871;2,878614;0,001743;;-0,001763;0,003506;0,005269
184;2,878614;114,4,169,236;192,168,43,157;TCP;1414;443  >  50274 [ACK] Seq=17547 Ack=2204 Win=70656 Len=1360 [TCP segment of a reassembled PDU];;;;2,878614;2,88212;0,003506;;0,003148;0,000358;-0,00279
185;2,88212;114,4,169,236;192,168,43,157;TLSv1,3;2774;Application Data [TCP segment of a reassembled PDU];;;;2,88212;2,882478;0,000358;;-0,000961;0,001319;0,00228
186;2,882478;192,168,43,157;114,4,169,236;TCP;54;50274  >  443 [ACK] Seq=2204 Ack=21627 Win=66560 Len=0;;;;2,882478;2,883797;0,001319;;0,001039;0,00028;-0,000759
187;2,883797;114,4,169,236;192,168,43,157;TCP;1414;443  >  50274 [ACK] Seq=21627 Ack=2204 Win=70656 Len=1360 [TCP segment of a reassembled PDU];;;;2,883797;2,884077;0,00028;;-0,001446;0,001726;0,003172
188;2,884077;192,168,43,157;114,4,169,236;TCP;54;50274  >  443 [ACK] Seq=2204 Ack=22987 Win=66560 Len=0;;;;2,884077;2,885803;0,001726;;0,001228;0,000498;-0,00073
189;2,885803;114,4,169,236;192,168,43,157;TCP;1414;443  >  50274 [ACK] Seq=22987 Ack=2204 Win=70656 Len=1360 [TCP segment of a reassembled PDU];;;;2,885803;2,886301;0,000498;;0,000498;0;-0,000498
190;2,886301;172.217.194.156;192,168,43,157;TCP;54;443  >  50207 [ACK] Seq=137 Ack=359 Win=273 Len=0;;;;2,886301;2,886301;0;;0;0;0
191;2,886301;74,125,24,155;192,168,43,157;TCP;54;443  >  50204 [ACK] Seq=671 Ack=109 Win=278 Len=0;;;;2,886301;2,886301;0;;-0,003706;0,003706;0,007412
192;2,886301;114,4,169,236;192,168,43,157;TLSv1,3;1414;Application Data, Application Data;;;;2,886301;2,890007;0,003706;;0,00339;0,000316;-0,003074
193;2,890007;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=4666 Ack=1969 Win=69632 Len=1360 [TCP segment of a reassembled PDU];;;;2,890007;2,890323;0,000316;;0,000162;0,000154;-8,00E-06
194;2,890323;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=1969 Ack=6026 Win=66560 Len=0;;;;2,890323;2,890477;0,000154;;-0,001452;0,001606;0,003058
195;2,890477;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=6026 Ack=1969 Win=69632 Len=1360 [TCP segment of a reassembled PDU];;;;2,890477;2,892083;0,001606;;0,001355;0,000251;-0,001104
196;2,892083;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=7386 Ack=1969 Win=69632 Len=1360 [TCP segment of a reassembled PDU];;;;2,892083;2,892334;0,000251;;0,000106;0,000145;3,90E-05
197;2,892334;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=1969 Ack=8746 Win=66560 Len=0;;;;2,892334;2,892479;0,000145;;-0,001701;0,001846;0,003547
198;2,892479;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=8746 Ack=1969 Win=69632 Len=1360 [TCP segment of a reassembled PDU];;;;2,892479;2,894325;0,001846;;0,001675;0,000171;-0,001504
199;2,894325;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=10106 Ack=1969 Win=69632 Len=1360 [TCP segment of a reassembled PDU];;;;2,894325;2,894496;0,000171;;-7,20E-05;0,000243;0,000315
200;2,894496;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=1969 Ack=11466 Win=66560 Len=0;;;;2,894496;2,894739;0,000243;;-0,011945;0,012188;0,024133
201;2,894739;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=11466 Ack=1969 Win=69632 Len=1360 [TCP segment of a reassembled PDU];;;;2,894739;2,906927;0,012188;;0,011923;0,000265;-0,011658
202;2,906927;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=12826 Ack=1969 Win=69632 Len=1360 [TCP segment of a reassembled PDU];;;;2,906927;2,907192;0,000265;;0,000153;0,000112;-4,10E-05
203;2,907192;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=14186 Ack=1969 Win=69632 Len=1360 [TCP segment of a reassembled PDU];;;;2,907192;2,907304;0,000112;;-0,001745;0,001857;0,003602
204;2,907304;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=1969 Ack=14186 Win=66560 Len=0;;;;2,907304;2,909161;0,001857;;0,001723;0,000134;-0,001589
205;2,909161;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=15546 Ack=1969 Win=69632 Len=1360 [TCP segment of a reassembled PDU];;;;2,909161;2,909295;0,000134;;-1,80E-05;0,000152;0,00017
206;2,909295;74.125.200.190;192,168,43,157;TCP;54;443  >  50173 [ACK] Seq=51337 Ack=2944 Win=825 Len=0;;;;2,909295;2,909447;0,000152;;-0,000426;0,000578;0,001004
207;2,909447;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=1969 Ack=16906 Win=66560 Len=0;;;;2,909447;2,910025;0,000578;;0,000578;0;-0,000578
208;2,910025;114,4,169,236;192,168,43,157;TCP;2774;443  >  50275 [ACK] Seq=16906 Ack=1969 Win=69632 Len=2720 [TCP segment of a reassembled PDU];;;;2,910025;2,910025;0;;0;0;0
209;2,910025;172,217,194,94;192,168,43,157;TCP;66;80  >  50163 [ACK] Seq=1 Ack=2 Win=261 Len=0 SLE=1 SRE=2;;;;2,910025;2,910025;0;;-0,000299;0,000299;0,000598
210;2,910025;114,4,169,236;192,168,43,157;TLSv1,3;1414;Application Data [TCP segment of a reassembled PDU];;;;2,910025;2,910324;0,000299;;-0,006209;0,006508;0,012717
211;2,910324;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=1969 Ack=19626 Win=66560 Len=0;;;;2,910324;2,916832;0,006508;;0,006098;0,00041;-0,005688
212;2,916832;114,4,169,236;192,168,43,157;TCP;1414;443  >  50274 [ACK] Seq=24347 Ack=2204 Win=70656 Len=1360 [TCP segment of a reassembled PDU];;;;2,916832;2,917242;0,00041;;-0,010447;0,010857;0,021304
213;2,917242;192,168,43,157;114,4,169,236;TCP;54;50274  >  443 [ACK] Seq=2204 Ack=25707 Win=66560 Len=0;;;;2,917242;2,928099;0,010857;;0,010527;0,00033;-0,010197
214;2,928099;114,4,169,236;192,168,43,157;TCP;1414;443  >  50274 [ACK] Seq=25707 Ack=2204 Win=70656 Len=1360 [TCP segment of a reassembled PDU];;;;2,928099;2,928429;0,00033;;4,20E-05;0,000288;0,000246
215;2,928429;114,4,169,236;192,168,43,157;TCP;1414;443  >  50274 [ACK] Seq=27067 Ack=2204 Win=70656 Len=1360 [TCP segment of a reassembled PDU];;;;2,928429;2,928717;0,000288;;-0,003097;0,003385;0,006482
216;2,928717;192,168,43,157;114,4,169,236;TCP;54;50274  >  443 [ACK] Seq=2204 Ack=28427 Win=66560 Len=0;;;;2,928717;2,932102;0,003385;;0,002948;0,000437;-0,002511
217;2,932102;114,4,169,236;192,168,43,157;TCP;1414;443  >  50274 [ACK] Seq=28427 Ack=2204 Win=70656 Len=1360 [TCP segment of a reassembled PDU];;;;2,932102;2,932539;0,000437;;0,000102;0,000335;0,000233
218;2,932539;114,4,169,236;192,168,43,157;TCP;2774;443  >  50274 [ACK] Seq=29787 Ack=2204 Win=70656 Len=2720 [TCP segment of a reassembled PDU];;;;2,932539;2,932874;0,000335;;-0,007909;0,008244;0,016153
219;2,932874;192,168,43,157;114,4,169,236;TCP;54;50274  >  443 [ACK] Seq=2204 Ack=32507 Win=66560 Len=0;;;;2,932874;2,941118;0,008244;;0,007919;0,000325;-0,007594
220;2,941118;114,4,169,236;192,168,43,157;TCP;1414;443  >  50274 [ACK] Seq=32507 Ack=2204 Win=70656 Len=1360 [TCP segment of a reassembled PDU];;;;2,941118;2,941443;0,000325;;5,20E-05;0,000273;0,000221
221;2,941443;192,168,43,157;114,4,169,236;TCP;54;50274  >  443 [ACK] Seq=2204 Ack=33867 Win=66560 Len=0;;;;2,941443;2,941716;0,000273;;-1,00E-06;0,000274;0,000275
222;2,941716;114,4,169,236;192,168,43,157;TLSv1,3;4134;Application Data [TCP segment of a reassembled PDU];;;;2,941716;2,94199;0,000274;;-0,003874;0,004148;0,008022
223;2,94199;192,168,43,157;114,4,169,236;TCP;54;50274  >  443 [ACK] Seq=2204 Ack=37947 Win=66560 Len=0;;;;2,94199;2,946138;0,004148;;0,003643;0,000505;-0,003138
224;2,946138;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=20986 Ack=1969 Win=69632 Len=1360 [TCP segment of a reassembled PDU];;;;2,946138;2,946643;0,000505;;0,0004;0,000105;-0,000295
225;2,946643;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=22346 Ack=1969 Win=69632 Len=1360 [TCP segment of a reassembled PDU];;;;2,946643;2,946748;0,000105;;-0,003641;0,003746;0,007387
226;2,946748;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=1969 Ack=22346 Win=66560 Len=0;;;;2,946748;2,950494;0,003746;;0,003484;0,000262;-0,003222
227;2,950494;114,4,169,236;192,168,43,157;TCP;1414;443  >  50274 [ACK] Seq=37947 Ack=2204 Win=70656 Len=1360 [TCP segment of a reassembled PDU];;;;2,950494;2,950756;0,000262;;0,000209;5,30E-05;-0,000156
228;2,950756;114,4,169,236;192,168,43,157;TCP;1414;443  >  50274 [ACK] Seq=39307 Ack=2204 Win=70656 Len=1360 [TCP segment of a reassembled PDU];;;;2,950756;2,950809;5,30E-05;;-0,002247;0,0023;0,004547
229;2,950809;192,168,43,157;114,4,169,236;TCP;54;50274  >  443 [ACK] Seq=2204 Ack=39307 Win=66560 Len=0;;;;2,950809;2,953109;0,0023;;0,002036;0,000264;-0,001772
230;2,953109;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=23706 Ack=1969 Win=69632 Len=1360 [TCP segment of a reassembled PDU];;;;2,953109;2,953373;0,000264;;-0,0014;0,001664;0,003064
231;2,953373;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=1969 Ack=25066 Win=66560 Len=0;;;;2,953373;2,955037;0,001664;;-0,000897;0,002561;0,003458
232;2,955037;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=25066 Ack=1969 Win=69632 Len=1360 [TCP segment of a reassembled PDU];;;;2,955037;2,957598;0,002561;;0,002365;0,000196;-0,002169
233;2,957598;114,4,169,236;192,168,43,157;TCP;1414;443  >  50274 [ACK] Seq=40667 Ack=2204 Win=70656 Len=1360 [TCP segment of a reassembled PDU];;;;2,957598;2,957794;0,000196;;-0,013502;0,013698;0,0272
234;2,957794;192,168,43,157;114,4,169,236;TCP;54;50274  >  443 [ACK] Seq=2204 Ack=42027 Win=66560 Len=0;;;;2,957794;2,971492;0,013698;;0,013698;0;-0,013698
235;2,971492;114,4,169,236;192,168,43,157;TCP;2774;443  >  50274 [PSH, ACK] Seq=42027 Ack=2204 Win=70656 Len=2720 [TCP segment of a reassembled PDU];;;;2,971492;2,971492;0;;-0,000571;0,000571;0,001142
236;2,971492;114,4,169,236;192,168,43,157;TCP;2774;443  >  50275 [ACK] Seq=26426 Ack=1969 Win=69632 Len=2720 [TCP segment of a reassembled PDU];;;;2,971492;2,972063;0,000571;;0,000324;0,000247;-7,70E-05
237;2,972063;192,168,43,157;114,4,169,236;TCP;54;50274  >  443 [ACK] Seq=2204 Ack=44747 Win=66560 Len=0;;;;2,972063;2,97231;0,000247;;-0,000734;0,000981;0,001715
238;2,97231;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=1969 Ack=29146 Win=66560 Len=0;;;;2,97231;2,973291;0,000981;;0,000424;0,000557;0,000133
239;2,973291;114,4,169,236;192,168,43,157;TCP;1414;443  >  50274 [ACK] Seq=44747 Ack=2204 Win=70656 Len=1360 [TCP segment of a reassembled PDU];;;;2,973291;2,973848;0,000557;;0,000557;0;-0,000557
241;2,973848;114,4,169,236;192,168,43,157;TCP;1414;443  >  50274 [ACK] Seq=46107 Ack=2204 Win=70656 Len=1360 [TCP segment of a reassembled PDU];;;;2,973848;2,973848;0;;-0,000265;0,000265;0,00053
242;2,973848;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=29146 Ack=1969 Win=69632 Len=1360 [TCP segment of a reassembled PDU];;;;2,973848;2,974113;0,000265;;4,70E-05;0,000218;0,000171
243;2,974113;192,168,43,157;114,4,169,236;TCP;54;50274  >  443 [ACK] Seq=2204 Ack=47467 Win=66560 Len=0;;;;2,974113;2,974331;0,000218;;-0,001334;0,001552;0,002886
244;2,974331;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=1969 Ack=30506 Win=66560 Len=0;;;;2,974331;2,975883;0,001552;;-0,000328;0,00188;0,002208
245;2,975883;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=30506 Ack=1969 Win=69632 Len=1360 [TCP segment of a reassembled PDU];;;;2,975883;2,977763;0,00188;;0,00188;0;-0,00188
246;2,977763;114,4,169,236;192,168,43,157;TCP;2774;443  >  50275 [ACK] Seq=31866 Ack=1969 Win=69632 Len=2720 [TCP segment of a reassembled PDU];;;;2,977763;2,977763;0;;-0,000384;0,000384;0,000768
247;2,977763;114,4,169,236;192,168,43,157;TCP;1414;443  >  50274 [ACK] Seq=47467 Ack=2204 Win=70656 Len=1360 [TCP segment of a reassembled PDU];;;;2,977763;2,978147;0,000384;;-0,000698;0,001082;0,00178
248;2,978147;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=1969 Ack=34586 Win=66560 Len=0;;;;2,978147;2,979229;0,001082;;0,000827;0,000255;-0,000572
249;2,979229;114,4,169,236;192,168,43,157;TCP;1414;443  >  50274 [ACK] Seq=48827 Ack=2204 Win=70656 Len=1360 [TCP segment of a reassembled PDU];;;;2,979229;2,979484;0,000255;;-0,000485;0,00074;0,001225
250;2,979484;192,168,43,157;114,4,169,236;TCP;54;50274  >  443 [ACK] Seq=2204 Ack=50187 Win=66560 Len=0;;;;2,979484;2,980224;0,00074;;0,00074;0;-0,00074
251;2,980224;114,4,169,236;192,168,43,157;TCP;2774;443  >  50275 [ACK] Seq=34586 Ack=1969 Win=69632 Len=2720 [TCP segment of a reassembled PDU];;;;2,980224;2,980224;0;;-0,000284;0,000284;0,000568
252;2,980224;114,4,169,236;192,168,43,157;TCP;2774;443  >  50274 [ACK] Seq=50187 Ack=2204 Win=70656 Len=2720 [TCP segment of a reassembled PDU];;;;2,980224;2,980508;0,000284;;6,20E-05;0,000222;0,00016
253;2,980508;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=1969 Ack=37306 Win=66560 Len=0;;;;2,980508;2,98073;0,000222;;0,000163;5,90E-05;-0,000104
254;2,98073;192,168,43,157;114,4,169,236;TCP;54;50274  >  443 [ACK] Seq=2204 Ack=52907 Win=66560 Len=0;;;;2,98073;2,980789;5,90E-05;;-0,008126;0,008185;0,016311
255;2,980789;114,4,169,236;192,168,43,157;TCP;1414;443  >  50274 [ACK] Seq=52907 Ack=2204 Win=70656 Len=1360 [TCP segment of a reassembled PDU];;;;2,980789;2,988974;0,008185;;0,007926;0,000259;-0,007667
256;2,988974;114,4,169,236;192,168,43,157;TLSv1,3;1414;Application Data [TCP segment of a reassembled PDU];;;;2,988974;2,989233;0,000259;;0,000187;7,20E-05;-0,000115
257;2,989233;114,4,169,236;192,168,43,157;TCP;1414;443  >  50274 [ACK] Seq=55627 Ack=2204 Win=70656 Len=1360 [TCP segment of a reassembled PDU];;;;2,989233;2,989305;7,20E-05;;-0,001171;0,001243;0,002414
258;2,989305;192,168,43,157;114,4,169,236;TCP;54;50274  >  443 [ACK] Seq=2204 Ack=55627 Win=66560 Len=0;;;;2,989305;2,990548;0,001243;;0,001034;0,000209;-0,000825
259;2,990548;114,4,169,236;192,168,43,157;TCP;1414;443  >  50274 [ACK] Seq=56987 Ack=2204 Win=70656 Len=1360 [TCP segment of a reassembled PDU];;;;2,990548;2,990757;0,000209;;-0,001814;0,002023;0,003837
260;2,990757;192,168,43,157;114,4,169,236;TCP;54;50274  >  443 [ACK] Seq=2204 Ack=58347 Win=66560 Len=0;;;;2,990757;2,99278;0,002023;;0,002023;0;-0,002023
261;2,99278;114,4,169,236;192,168,43,157;TCP;1414;443  >  50274 [ACK] Seq=58347 Ack=2204 Win=70656 Len=1360 [TCP segment of a reassembled PDU];;;;2,99278;2,99278;0;;0;0;0
262;2,99278;114,4,169,236;192,168,43,157;TCP;1414;443  >  50274 [ACK] Seq=59707 Ack=2204 Win=70656 Len=1360 [TCP segment of a reassembled PDU];;;;2,99278;2,99278;0;;-0,000455;0,000455;0,00091
263;2,99278;114,4,169,236;192,168,43,157;TLSv1,3;1414;Application Data [TCP segment of a reassembled PDU];;;;2,99278;2,993235;0,000455;;0,000258;0,000197;-6,10E-05
264;2,993235;192,168,43,157;114,4,169,236;TCP;54;50274  >  443 [ACK] Seq=2204 Ack=61067 Win=66560 Len=0;;;;2,993235;2,993432;0,000197;;0,000106;9,10E-05;-1,50E-05
265;2,993432;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=1969 Ack=38666 Win=66560 Len=0;;;;2,993432;2,993523;9,10E-05;;-0,001567;0,001658;0,003225
266;2,993523;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=38666 Ack=1969 Win=69632 Len=1360 [TCP segment of a reassembled PDU];;;;2,993523;2,995181;0,001658;;0,000241;0,001417;0,001176
267;2,995181;114,4,169,236;192,168,43,157;TCP;1414;443  >  50274 [ACK] Seq=61067 Ack=2204 Win=70656 Len=1360 [TCP segment of a reassembled PDU];;;;2,995181;2,996598;0,001417;;0,001176;0,000241;-0,000935
268;2,996598;114,4,169,236;192,168,43,157;TCP;1414;443  >  50274 [ACK] Seq=62427 Ack=2204 Win=70656 Len=1360 [TCP segment of a reassembled PDU];;;;2,996598;2,996839;0,000241;;-2,10E-05;0,000262;0,000283
269;2,996839;192,168,43,157;114,4,169,236;TCP;54;50274  >  443 [ACK] Seq=2204 Ack=63787 Win=66560 Len=0;;;;2,996839;2,997101;0,000262;;0,000262;0;-0,000262
271;2,997101;114,4,169,236;192,168,43,157;TCP;2774;443  >  50275 [ACK] Seq=40026 Ack=1969 Win=69632 Len=2720 [TCP segment of a reassembled PDU];;;;2,997101;2,997101;0;;-0,000322;0,000322;0,000644
272;2,997101;114,4,169,236;192,168,43,157;TCP;1414;443  >  50274 [ACK] Seq=63787 Ack=2204 Win=70656 Len=1360 [TCP segment of a reassembled PDU];;;;2,997101;2,997423;0,000322;;-0,002147;0,002469;0,004616
273;2,997423;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=1969 Ack=42746 Win=66560 Len=0;;;;2,997423;2,999892;0,002469;;0,002175;0,000294;-0,001881
274;2,999892;114,4,169,236;192,168,43,157;TCP;1414;443  >  50274 [ACK] Seq=65147 Ack=2204 Win=70656 Len=1360 [TCP segment of a reassembled PDU];;;;2,999892;3,000186;0,000294;;0,00023;6,40E-05;-0,000166
275;3,000186;192,168,43,157;114,4,169,236;TCP;54;50274  >  443 [ACK] Seq=2204 Ack=66507 Win=66560 Len=0;;;;3,000186;3,00025;6,40E-05;;-0,000168;0,000232;0,0004
276;3,00025;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [PSH, ACK] Seq=42746 Ack=1969 Win=69632 Len=1360 [TCP segment of a reassembled PDU];;;;3,00025;3,000482;0,000232;;-0,002796;0,003028;0,005824
277;3,000482;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=1969 Ack=44106 Win=66560 Len=0;;;;3,000482;3,00351;0,003028;;0,002697;0,000331;-0,002366
278;3,00351;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=44106 Ack=1969 Win=69632 Len=1360 [TCP segment of a reassembled PDU];;;;3,00351;3,003841;0,000331;;0,000137;0,000194;5,70E-05
279;3,003841;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=45466 Ack=1969 Win=69632 Len=1360 [TCP segment of a reassembled PDU];;;;3,003841;3,004035;0,000194;;-0,0008;0,000994;0,001794
280;3,004035;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=1969 Ack=46826 Win=66560 Len=0;;;;3,004035;3,005029;0,000994;;-2,70E-05;0,001021;0,001048
281;3,005029;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=46826 Ack=1969 Win=69632 Len=1360 [TCP segment of a reassembled PDU];;;;3,005029;3,00605;0,001021;;0,001021;0;-0,001021
282;3,00605;114,4,169,236;192,168,43,157;TCP;4134;443  >  50274 [ACK] Seq=66507 Ack=2204 Win=70656 Len=4080 [TCP segment of a reassembled PDU];;;;3,00605;3,00605;0;;0;0;0
283;3,00605;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=48186 Ack=1969 Win=69632 Len=1360 [TCP segment of a reassembled PDU];;;;3,00605;3,00605;0;;-0,000353;0,000353;0,000706
284;3,00605;114,4,169,236;192,168,43,157;TLSv1,3;1296;Application Data, Application Data;;;;3,00605;3,006403;0,000353;;0,000175;0,000178;3,00E-06
285;3,006403;192,168,43,157;114,4,169,236;TCP;54;50274  >  443 [ACK] Seq=2204 Ack=70587 Win=66560 Len=0;;;;3,006403;3,006581;0,000178;;4,30E-05;0,000135;9,20E-05
286;3,006581;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=1969 Ack=49546 Win=66560 Len=0;;;;3,006581;3,006716;0,000135;;-0,004796;0,004931;0,009727
287;3,006716;192,168,43,157;114,4,169,236;TCP;54;50274  >  443 [ACK] Seq=2204 Ack=71829 Win=65280 Len=0;;;;3,006716;3,011647;0,004931;;0,004761;0,00017;-0,004591
288;3,011647;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=49546 Ack=1969 Win=69632 Len=1360 [TCP segment of a reassembled PDU];;;;3,011647;3,011817;0,00017;;-5,30E-05;0,000223;0,000276
289;3,011817;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=50906 Ack=1969 Win=69632 Len=1360 [TCP segment of a reassembled PDU];;;;3,011817;3,01204;0,000223;;-0,002057;0,00228;0,004337
290;3,01204;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=1969 Ack=52266 Win=66560 Len=0;;;;3,01204;3,01432;0,00228;;0,001502;0,000778;-0,000724
291;3,01432;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=52266 Ack=1969 Win=69632 Len=1360 [TCP segment of a reassembled PDU];;;;3,01432;3,015098;0,000778;;0,000455;0,000323;-0,000132
292;3,015098;114,4,169,236;192,168,43,157;TLSv1,3;4134;Application Data [TCP segment of a reassembled PDU];;;;3,015098;3,015421;0,000323;;3,60E-05;0,000287;0,000251
293;3,015421;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=1969 Ack=57706 Win=66560 Len=0;;;;3,015421;3,015708;0,000287;;-0,001736;0,002023;0,003759
294;3,015708;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=57706 Ack=1969 Win=69632 Len=1360 [TCP segment of a reassembled PDU];;;;3,015708;3,017731;0,002023;;0,001631;0,000392;-0,001239
295;3,017731;114,4,169,236;192,168,43,157;TCP;5494;443  >  50275 [ACK] Seq=59066 Ack=1969 Win=69632 Len=5440 [TCP segment of a reassembled PDU];;;;3,017731;3,018123;0,000392;;0,000207;0,000185;-2,20E-05
